"id";"title";"slug";"acronym";"url";"organization";"organization_id";"owner";"owner_id";"description";"frequency";"license";"temporal_coverage.start";"temporal_coverage.end";"spatial.granularity";"spatial.zones";"featured";"created_at";"last_modified";"tags";"archived";"resources_count";"main_resources_count";"resources_formats";"downloads";"harvest.backend";"harvest.domain";"harvest.created_at";"harvest.modified_at";"harvest.remote_url";"quality_score";"metric.discussions";"metric.reuses";"metric.followers";"metric.views";"metric.resources_downloads"
"67499118cbba183b19c16a73";"Ingrédients des compléments alimentaires";"ingredients-des-complements-alimentaires";"";"https://www.data.gouv.fr/fr/datasets/ingredients-des-complements-alimentaires/";"Ministère de l'Agriculture et de l'Alimentation";"534fff8ca3a7292c64a77edf";"";"";"*Attention:* *Cette base est en cours de construction.*

Ce jeu de données contient l’ensemble des ingrédients de compléments alimentaires connus par le BEPIAS (via la plateforme de déclaration de compléments alimentaires Compl’Alim). Ils peuvent être autorisés ou non autorisés dans les compositions de compléments alimentaires, selon les réglementations en vigueur.

Les ingrédients non connus doivent faire l’objet d’une déclaration “Article 16”.

Ces ingrédients peuvent être de différents types :

* plantes ou algues
* micro-organismes
* additifs
* forme d’apport
* autre ingrédient (type fourre-tout)
* substances actives
*

Les **substances actives** sont un type d’ingrédient spécifique, car elles peuvent être intégrées à la composition des compléments alimentaires en tant que telles ou bien via un autre type d’ingrédient (ayant une activité physiologique comme métabolite secondaire de plantes, ou nutriments apporté par une forme d’apport, ou un autre ingrédient).



Ce jeu de données est une première version extraite manuellement. L’objectif est sa mise à jour régulière. Cette base est en cours de construction et ne constitue pas une référence réglementaire. Les équipes du BEPIAS et Compl'Alim font leur possible pour mettre à jour régulièrement et suivre la législation au plus proche, mais les données peuvent ne pas être exhaustives.
";"punctual";"Licence Ouverte / Open Licence version 2.0";"2024-09-22";"2024-11-28";"country";"France";True;"2024-11-29T10:02:00.922000";"2024-12-01T19:02:46.890000";"complements-alimentaires";False;4;4;"csv";93;"";"";"";"";"";"1.00";0;0;1;555;90
"67484631f54100f9e9db2a06";"Déclarations de compléments alimentaires";"declarations-de-complements-alimentaires";"";"https://www.data.gouv.fr/fr/datasets/declarations-de-complements-alimentaires/";"Ministère de l'Agriculture et de l'Alimentation";"534fff8ca3a7292c64a77edf";"";"";"*Ce jeu de données est la reprise du jeu produit jusqu'à septembre 2024 par la DGCCRF (cf [page data.gouv](https://www.data.gouv.fr/fr/datasets/liste-des-complements-alimentaires-declares/)). Cette évolution est marquée par un changement de logiciel de déclarations qui est passé de Teleicar (DGCCRF) à Compl'Alim (DGAL).

Cette liste répertorie tous les compléments alimentaires ayant fait l’objet d’une déclaration auprès des services de la DGAL (Ministère de l'Agriculture) et ayant obtenu une attestation de déclaration de commercialisation sur le territoire français.

Chaque complément alimentaire autorisé est détaillé tant dans sa présentation, composition que ses conditions d’utilisation.&#x20;

Les compléments alimentaires en attente de décision ou ayant eu un refus n'apparaissent pas encore.
";"weekly";"Licence Ouverte / Open Licence version 2.0";"2016-04-15";"2024-11-27";"country";"France";False;"2024-11-28T10:30:09.869000";"2024-12-01T19:03:44.852000";"complement-alimentaire";False;2;1;"csv,json";46;"";"";"";"";"";"1.00";0;0;1;108;45
"659017531508f8fd2ace5813";"Part des véhicules à faibles émissions dans le renouvellement d'un parc (organisation Ministère de l'Agriculture et de l'Alimentation)";"part-des-vehicules-a-faibles-emissions-dans-le-renouvellement-dun-parc-organisation-ministere-de-lagriculture-et-de-lalimentation-5";"";"https://www.data.gouv.fr/fr/datasets/part-des-vehicules-a-faibles-emissions-dans-le-renouvellement-dun-parc-organisation-ministere-de-lagriculture-et-de-lalimentation-5/";"Ministère de l'Agriculture et de l'Alimentation";"534fff8ca3a7292c64a77edf";"";"";"Ce jeu de données répond au spécifications du schéma ""Part des véhicules à faibles émissions dans le renouvellement d'un parc"" disponible sur le site [schema.data.gouv.fr](https://schema.data.gouv.fr/etalab/schema-vehicules-faibles-emissions-renouvellement-parc)";"unknown";"";"";"";"";"";False;"2023-12-30T13:12:51.512000";"2023-12-31T07:23:15.160000";"";False;1;1;"csv";98;"";"";"";"";"";"0.33";0;0;0;1627;81
"6514582075df4c2542f3e7c6";"Part des véhicules à faibles émissions dans le renouvellement d'un parc Ministère de l'agriculture et de la souveraineté alimentaire";"part-des-vehicules-a-faibles-emissions-dans-le-renouvellement-dun-parc-ministere-de-lagriculture-et-de-la-souverainete-alimentaire-10";"";"https://www.data.gouv.fr/fr/datasets/part-des-vehicules-a-faibles-emissions-dans-le-renouvellement-dun-parc-ministere-de-lagriculture-et-de-la-souverainete-alimentaire-10/";"Ministère de l'Agriculture et de l'Alimentation";"534fff8ca3a7292c64a77edf";"";"";"Ce jeu de données répond au spécifications du schéma ""Part des véhicules à faibles émissions dans le renouvellement d'un parc"" disponible sur le site [schema.data.gouv.fr](https://schema.data.gouv.fr/etalab/schema-vehicules-faibles-emissions-renouvellement-parc)";"unknown";"";"";"";"";"";False;"2023-09-27T16:28:16.935000";"2023-09-27T16:28:16.935000";"";False;0;0;"";0;"";"";"";"";"";"0.11";0;0;0;134;""
"651458200d1cd5f190972340";"Part des véhicules à faibles émissions dans le renouvellement d'un parc Ministère de l'agriculture et de la souveraineté alimentaire";"part-des-vehicules-a-faibles-emissions-dans-le-renouvellement-dun-parc-ministere-de-lagriculture-et-de-la-souverainete-alimentaire-9";"";"https://www.data.gouv.fr/fr/datasets/part-des-vehicules-a-faibles-emissions-dans-le-renouvellement-dun-parc-ministere-de-lagriculture-et-de-la-souverainete-alimentaire-9/";"Ministère de l'Agriculture et de l'Alimentation";"534fff8ca3a7292c64a77edf";"";"";"Ce jeu de données répond au spécifications du schéma ""Part des véhicules à faibles émissions dans le renouvellement d'un parc"" disponible sur le site [schema.data.gouv.fr](https://schema.data.gouv.fr/etalab/schema-vehicules-faibles-emissions-renouvellement-parc)";"unknown";"";"";"";"";"";False;"2023-09-27T16:28:16.620000";"2023-09-27T16:28:16.620000";"";False;0;0;"";0;"";"";"";"";"";"0.11";0;0;0;101;""
"651458204f0f14b180935d44";"Part des véhicules à faibles émissions dans le renouvellement d'un parc Ministère de l'agriculture et de la souveraineté alimentaire";"part-des-vehicules-a-faibles-emissions-dans-le-renouvellement-dun-parc-ministere-de-lagriculture-et-de-la-souverainete-alimentaire-8";"";"https://www.data.gouv.fr/fr/datasets/part-des-vehicules-a-faibles-emissions-dans-le-renouvellement-dun-parc-ministere-de-lagriculture-et-de-la-souverainete-alimentaire-8/";"Ministère de l'Agriculture et de l'Alimentation";"534fff8ca3a7292c64a77edf";"";"";"Ce jeu de données répond au spécifications du schéma ""Part des véhicules à faibles émissions dans le renouvellement d'un parc"" disponible sur le site [schema.data.gouv.fr](https://schema.data.gouv.fr/etalab/schema-vehicules-faibles-emissions-renouvellement-parc)";"unknown";"";"";"";"";"";False;"2023-09-27T16:28:16.290000";"2023-09-27T16:28:16.290000";"";False;0;0;"";0;"";"";"";"";"";"0.11";0;0;0;93;""
"6514581f5c4be7d586d6d8ee";"Part des véhicules à faibles émissions dans le renouvellement d'un parc Ministère de l'agriculture et de la souveraineté alimentaire";"part-des-vehicules-a-faibles-emissions-dans-le-renouvellement-dun-parc-ministere-de-lagriculture-et-de-la-souverainete-alimentaire-7";"";"https://www.data.gouv.fr/fr/datasets/part-des-vehicules-a-faibles-emissions-dans-le-renouvellement-dun-parc-ministere-de-lagriculture-et-de-la-souverainete-alimentaire-7/";"Ministère de l'Agriculture et de l'Alimentation";"534fff8ca3a7292c64a77edf";"";"";"Ce jeu de données répond au spécifications du schéma ""Part des véhicules à faibles émissions dans le renouvellement d'un parc"" disponible sur le site [schema.data.gouv.fr](https://schema.data.gouv.fr/etalab/schema-vehicules-faibles-emissions-renouvellement-parc)";"unknown";"";"";"";"";"";False;"2023-09-27T16:28:15.629000";"2023-09-27T16:28:15.629000";"";False;0;0;"";0;"";"";"";"";"";"0.11";0;0;0;194;""
"651457ee852e6d5eec31f7b7";"Part des véhicules à faibles émissions dans le renouvellement d'un parc Ministère de l'agriculture et de la souveraineté alimentaire";"part-des-vehicules-a-faibles-emissions-dans-le-renouvellement-dun-parc-ministere-de-lagriculture-et-de-la-souverainete-alimentaire-6";"";"https://www.data.gouv.fr/fr/datasets/part-des-vehicules-a-faibles-emissions-dans-le-renouvellement-dun-parc-ministere-de-lagriculture-et-de-la-souverainete-alimentaire-6/";"Ministère de l'Agriculture et de l'Alimentation";"534fff8ca3a7292c64a77edf";"";"";"Ce jeu de données répond au spécifications du schéma ""Part des véhicules à faibles émissions dans le renouvellement d'un parc"" disponible sur le site [schema.data.gouv.fr](https://schema.data.gouv.fr/etalab/schema-vehicules-faibles-emissions-renouvellement-parc)";"unknown";"";"";"";"";"";False;"2023-09-27T16:27:26.795000";"2023-09-27T16:27:26.795000";"";False;0;0;"";0;"";"";"";"";"";"0.11";0;0;0;99;""
"651457eec42e189008ef3da3";"Part des véhicules à faibles émissions dans le renouvellement d'un parc Ministère de l'agriculture et de la souveraineté alimentaire";"part-des-vehicules-a-faibles-emissions-dans-le-renouvellement-dun-parc-ministere-de-lagriculture-et-de-la-souverainete-alimentaire-5";"";"https://www.data.gouv.fr/fr/datasets/part-des-vehicules-a-faibles-emissions-dans-le-renouvellement-dun-parc-ministere-de-lagriculture-et-de-la-souverainete-alimentaire-5/";"Ministère de l'Agriculture et de l'Alimentation";"534fff8ca3a7292c64a77edf";"";"";"Ce jeu de données répond au spécifications du schéma ""Part des véhicules à faibles émissions dans le renouvellement d'un parc"" disponible sur le site [schema.data.gouv.fr](https://schema.data.gouv.fr/etalab/schema-vehicules-faibles-emissions-renouvellement-parc)";"unknown";"";"";"";"";"";False;"2023-09-27T16:27:26.501000";"2023-09-27T16:27:26.501000";"";False;0;0;"";0;"";"";"";"";"";"0.11";0;0;0;98;""
"651457ee852e6d5eec31f7b6";"Part des véhicules à faibles émissions dans le renouvellement d'un parc Ministère de l'agriculture et de la souveraineté alimentaire";"part-des-vehicules-a-faibles-emissions-dans-le-renouvellement-dun-parc-ministere-de-lagriculture-et-de-la-souverainete-alimentaire-4";"";"https://www.data.gouv.fr/fr/datasets/part-des-vehicules-a-faibles-emissions-dans-le-renouvellement-dun-parc-ministere-de-lagriculture-et-de-la-souverainete-alimentaire-4/";"Ministère de l'Agriculture et de l'Alimentation";"534fff8ca3a7292c64a77edf";"";"";"Ce jeu de données répond au spécifications du schéma ""Part des véhicules à faibles émissions dans le renouvellement d'un parc"" disponible sur le site [schema.data.gouv.fr](https://schema.data.gouv.fr/etalab/schema-vehicules-faibles-emissions-renouvellement-parc)";"unknown";"";"";"";"";"";False;"2023-09-27T16:27:26.214000";"2023-09-27T16:27:26.214000";"";False;0;0;"";0;"";"";"";"";"";"0.11";0;0;0;250;""
